Variant_ID	Gene_ID	Drug_ID	Disease_Context	Target_Detail	Type_Association_General	Type_Dosage	Type_Efficacy	Type_Metabolism_PK	Type_No_Association	Type_Toxicity	Dir_Associated	Dir_Decreased	Dir_Increased	Dir_None
CYP2B6*1, CYP2B6*6	CYP2B6	cyclophosphamide	disease:lymphoma, b-cell	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	cyclophosphamide	disease:non-hodgkin lymphoma	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	1	1	0	1	1	1
CYP2B6*1, CYP2B6*6	CYP2B6	efavirenz	disease:hiv infectious disease, disease:tuberculosis	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	efavirenz	general_population	['nan']	0	0	0	1	1	1	0	1	1	1
CYP2B6*1, CYP2B6*6	CYP2B6	efavirenz	other:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	efavirenz	other:human liver microsomes	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	ethambutol	disease:tuberculosis	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	fludarabine	disease:leukemia, lymphocytic, chronic, b-cell	['nan']	0	0	1	0	1	1	0	1	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	hydroxybupropion	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	isoniazid	disease:tuberculosis	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	ketamine	disease:neoplasms, disease:pain	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	lamivudine	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	lumefantrine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	methadone	disease:opioid-related disorders	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	methadone	general_population	['nan']	0	0	0	1	1	1	0	1	1	1
CYP2B6*1, CYP2B6*6	CYP2B6	methadone	other:opioid-related disorders	['nan']	0	1	0	0	1	0	0	1	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	nevirapine	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	nevirapine	other:hiv infectious disease	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	nicotine	general_population	['nan']	0	0	0	1	0	0	0	1	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	propofol	other:brain injury	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	pyrazinamide	disease:tuberculosis	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	rifampin	disease:tuberculosis	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	s-methadone	disease:opioid-related disorders	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	s-methadone	other:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	sibutramine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	stavudine	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6	CYP2B6	tamoxifen	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6	CYP2B6	tamoxifen	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	tramadol	other:neoplasms, other:pain	['nan']	0	0	0	1	0	0	1	0	0	0
CYP2B6*1, CYP2B6*6	CYP2B6	zidovudine	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6, CYP2B6*18	CYP2B6	desbutyl lumefantrine	other:malaria, falciparum	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6, CYP2B6*18	CYP2B6	dihydroartemisinin	other:malaria, falciparum	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6, CYP2B6*18	CYP2B6	lumefantrine	other:malaria, falciparum	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6, CYP2B6*18	CYP2B6	methadone	other:opioid-related disorders	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6, CYP2B6*18	CYP2B6	nevirapine	disease:hiv infectious disease	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2B6*1, CYP2B6*6, CYP2B6*26	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	1	0	0	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6, CYP2B6*38	CYP2B6	efavirenz	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*6, CYP2B6*7, CYP2B6*9, CYP2B6*18	CYP2B6	s-methadone	other:scoliosis	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*1, CYP2B6*6, CYP2B6*9	CYP2B6	sertraline	disease:major depressive disorder	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6, CYP2B6*9	CYP2B6	sertraline	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*1, CYP2B6*6, CYP2B6*9, CYP2B6*13	CYP2B6	prasugrel	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*7	CYP2B6	cyclophosphamide	other:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*9	CYP2B6	clopidogrel	disease:carotid artery diseases	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*9	CYP2B6	clopidogrel	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*9	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	1	1	0	0	0	1	1	0
CYP2B6*1, CYP2B6*9	CYP2B6	nicotine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*1, CYP2B6*9	CYP2B6	sertraline	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*18	CYP2B6	bupropion	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*18	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*2, CYP2B6*6	CYP2B6	methadone	other:opioid-related disorders	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*4	CYP2B6	bupropion	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*4	CYP2B6	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*5	CYP2B6	clopidogrel	other:patients undergoing percutaneous coronary intervention	['nan']	0	0	1	0	0	0	1	0	0	0
CYP2B6*5	CYP2B6	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*6	CYP2B6	bupropion	disease:tobacco use disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*6	CYP2B6	bupropion	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*6	CYP2B6	bupropion	other:major depressive disorder	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*6	CYP2B6	efavirenz	disease:hiv infectious disease	['nan']	0	0	0	1	0	1	1	1	1	0
CYP2B6*6	CYP2B6	efavirenz	other:hiv infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2B6*6	CYP2B6	hydroxybupropion	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2B6*6	CYP2B6	methadone	"""other:pain, postoperative"", ""other:scoliosis"""	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2B6*6	CYP2B6	methadone	disease:opioid-related disorders	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2B6*6	CYP2B6	mirtazapine	disease:depression	['nan']	0	0	1	1	0	0	0	0	1	0
CYP2B6*6	CYP2B6	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*7	CYP2B6	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2B6*9	CYP2B6	propofol	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 high activity	CYP2C19	tamoxifen	disease:breast neoplasms	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	antidepressants	other:drug-drug pharmacokinetic interaction	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	antipsychotics	other:drug-drug pharmacokinetic interaction	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	aspirin	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	clopidogrel	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	clopidogrel	other:percutaneous coronary intervention	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	escitalopram	other:depression, other:anxiety disorders	['nan']	0	0	0	1	0	1	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	escitalopram	other:elderly adult	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 intermediate metabolizer	CYP2C19	fluoxetine	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	methadone	other:death	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	morphine	other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	nortriptyline	other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	phenytoin	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	r-eddp	other:death	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	s-eddp	other:death	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer	CYP2C19	valproic acid	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 intermediate metabolizer	CYP2C19	voriconazole	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 intermediate metabolizer and normal metabolizer	CYP2C19	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizer genotype	CYP2C19	clopidogrel	other:percutaneous coronary intervention (most of the patients)	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 intermediate metabolizer phenotype	CYP2C19	citalopram	other:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 intermediate metabolizers	CYP2C19	lansoprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 intermediate metabolizers	CYP2C19	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 intermediate metabolizers	CYP2C19	voriconazole	general_population	['nan']	0	0	0	1	1	0	0	0	1	1
CYP2C19 normal metabolizer	CYP2C19	clopidogrel	other:acute coronary syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer	CYP2C19	escitalopram	other:elderly adult	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 normal metabolizer	CYP2C19	escitalopram	other:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer	CYP2C19	lacosamide	other:epilepsy	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 normal metabolizer	CYP2C19	lansoprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 normal metabolizer	CYP2C19	rabeprazole	general_population	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	amoxicillin	disease:gastritis	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	amoxicillin	efficacy:helicobacter infections	['nan']	0	0	1	0	1	0	0	1	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	citalopram	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	clarithromycin	disease:gastritis	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	clarithromycin	efficacy:helicobacter infections	['nan']	0	0	1	0	1	0	0	1	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	escitalopram	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	esomeprazole	disease:gastritis	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	esomeprazole	efficacy:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	fluoxetine	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	fluvoxamine	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	lansoprazole	efficacy:helicobacter infections	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	omeprazole	efficacy:helicobacter infections	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	paroxetine	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	prasugrel	other:percutaneous coronary intervention	['nan']	0	0	1	0	0	0	1	0	0	0
CYP2C19 normal metabolizer genotype	CYP2C19	rabeprazole	efficacy:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizer genotype	CYP2C19	selective serotonin reuptake inhibitors	disease:anxiety disorders, disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 normal metabolizers	CYP2C19	clopidogrel	disease:coronary artery disease	['nan']	1	0	0	0	0	0	0	1	0	0
CYP2C19 normal metabolizers	CYP2C19	omeprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 normal metabolizers	CYP2C19	sertraline	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	abrocitinib	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	antidepressants	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	aspirin	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	aspirin	other:high on-treatment platelet reactivity	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	belzutifan	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	belzutifan	other:von hippel-lindau disease, other:renal cell carcinoma	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	bupropion	other:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	citalopram	disease:major depressive disorder	['nan']	0	0	0	1	1	0	0	0	1	1
CYP2C19 poor metabolizer	CYP2C19	citalopram	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	citalopram	other:major depressive disorder	['nan']	0	0	1	0	0	1	0	1	1	0
CYP2C19 poor metabolizer	CYP2C19	clopidogrel	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	clopidogrel	other:high on-treatment platelet reactivity	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	clopidogrel	other:myocardial infarction	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	cyclophosphamide	disease:vasculitis, disease:wegener granulomatosis	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	dexlansoprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	diazepam	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	dt-678	other:acute coronary syndrome	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	escitalopram	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	escitalopram	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	escitalopram	other:elderly adult	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	escitalopram	other:major depressive disorder	['nan']	0	0	0	0	1	1	0	0	1	1
CYP2C19 poor metabolizer	CYP2C19	esomeprazole	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	fluoxetine	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	fluvoxamine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	lansoprazole	other:gastroesophageal reflux	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	methadone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	morphine	other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	nortriptyline	other:pain	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	omeprazole	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	paroxetine	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	pentamidine	other:hematopoietic stem cell transplantation	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer	CYP2C19	proton pump inhibitors	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	sertraline	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	sertraline	other:major depressive disorder	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	tolperisone	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizer	CYP2C19	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer	CYP2C19	voriconazole	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	carbamazepine	disease:epilepsy	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	clopidogrel	general_population	['nan']	0	0	1	0	0	1	0	1	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	clopidogrel	other:cardiovascular disease	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	clozapine	other:schizophrenia	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	desvenlafaxine	disease:major depressive disorder	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	esomeprazole	other:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	ibuprofen	other:pain, postoperative	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	lansoprazole	other:helicobacter infections	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	omeprazole	other:helicobacter infections	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	pantoprazole	other:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	proton pump inhibitors	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	proton pump inhibitors	other:helicobacter infections	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	rabeprazole	other:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	selective serotonin reuptake inhibitors	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	valproic acid	disease:epilepsy	['nan']	0	0	0	0	1	1	0	0	1	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer and intermediate metabolizer genotypes	CYP2C19	voriconazole	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer genotype	CYP2C19	3	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 poor metabolizer genotype	CYP2C19	4-methylenedioxymethamphetamine	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 poor metabolizer genotype	CYP2C19	clopidogrel	other:percutaneous coronary intervention (most of the patients)	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer genotype	CYP2C19	prasugrel	other:percutaneous coronary intervention	['nan']	0	0	1	0	0	0	0	1	0	0
CYP2C19 poor metabolizer genotype	CYP2C19	venlafaxine	disease:depression	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer genotype	CYP2C19	voriconazole	general_population	['nan']	0	0	0	1	1	1	0	1	1	1
CYP2C19 poor metabolizer genotype	CYP2C19	warfarin	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer phenotype	CYP2C19	citalopram	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer phenotype	CYP2C19	citalopram	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer phenotype	CYP2C19	escitalopram	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizer phenotype	CYP2C19	escitalopram	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizer phenotype	CYP2C19	ketobemidone	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	anticholinergic agents	general_population	['nan']	0	0	0	1	0	0	0	0	1	0
CYP2C19 poor metabolizers	CYP2C19	antidepressants	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	atomoxetine	general_population	['nan']	0	0	0	1	0	0	0	1	1	0
CYP2C19 poor metabolizers	CYP2C19	citalopram	disease:major depressive disorder	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizers	CYP2C19	citalopram	general_population	['nan']	0	0	0	0	0	1	0	0	1	0
CYP2C19 poor metabolizers	CYP2C19	clomipramine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	desipramine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	escitalopram	disease:anxiety disorders	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	escitalopram	disease:major depressive disorder	['nan']	0	0	0	1	1	0	0	1	0	1
CYP2C19 poor metabolizers	CYP2C19	escitalopram	general_population	['nan']	0	0	0	1	0	1	0	1	1	0
CYP2C19 poor metabolizers	CYP2C19	imipramine	disease:major depressive disorder	['nan']	0	0	0	1	0	0	0	1	1	0
CYP2C19 poor metabolizers	CYP2C19	imipramine	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	lansoprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	omeprazole	general_population	['nan']	0	0	0	1	0	0	0	1	1	0
CYP2C19 poor metabolizers	CYP2C19	pantoprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	rabeprazole	disease:helicobacter infections	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	rabeprazole	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	trimipramine	disease:schizophrenia	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	venlafaxine	disease:major depressive disorder	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers	CYP2C19	voriconazole	disease:fungal infectious disease	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers	CYP2C19	voriconazole	general_population	['nan']	0	0	1	0	0	0	0	0	1	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	buprenorphine	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	clopidogrel	general_population	['nan']	0	0	0	0	0	1	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	fentanyl	other:sedation	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	gliclazide	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	meperidine	other:sedation	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	methadone	disease:opioid-related disorders	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	midazolam	other:sedation	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	olanzapine	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	oxycodone	general_population	['nan']	0	0	0	1	0	0	0	1	0	0
CYP2C19 poor metabolizers and intermediate metabolizers	CYP2C19	ticagrelor	general_population	['nan']	0	0	0	0	1	0	0	0	0	1
