Id	SNP_ID	ACC_NUMBER	ALLELE	SNP_CLASS	CHRPOS	FXN_CLASS	GENE_NAME
224534	224534	NC_000017.11	V	snv	17:3583408	coding_sequence_variant,missense_variant	TRPV1
224544	222749	NC_000017.11	R	snv	17:3592080	coding_sequence_variant,missense_variant	TRPV1
225440	225440	NC_000021.9	N	snv	21:42232943	intron_variant,genic_upstream_transcript_variant	ABCG1
230493	230493	NC_000004.12	D	snv	4:102565059	intron_variant	NFKB1,LOC124900742
230504	230504	NC_000004.12	B	snv	4:102560404	intron_variant,500B_downstream_variant,downstream_transcript_variant	NFKB1,LOC124900742
231775	231775	NC_000002.12	D	snv	2:203867991	coding_sequence_variant,missense_variant	CTLA4
232043	232043	NC_000011.10	N	snv	11:4117895	intron_variant	RRM1
234709	234709	NC_000021.9	Y	snv	21:43066854	intron_variant,5_prime_UTR_variant	CBS
237025	237025	NC_000006.12	D	snv	6:149400554	missense_variant,intron_variant,coding_sequence_variant,genic_downstream_transcript_variant	TAB2,SUMO4
238406	238406	NC_000019.10	K	snv	19:45365051	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	ERCC2
242941	242941	NC_000017.11	N	snv	17:45815154	intron_variant	CRHR1,LINC02210-CRHR1
243865	243865	NC_000016.10	Y	snv	16:55477894	upstream_transcript_variant,2KB_upstream_variant	MMP2
244076	244076	NC_000020.11	N	snv	20:44624274	synonymous_variant,non_coding_transcript_variant,coding_sequence_variant	ADA
244898	244898	NC_000005.10	N	snv	5:168491921	intron_variant	RARS1
246221	246221	NC_000016.10	B	snv	16:16044465	coding_sequence_variant,synonymous_variant	ABCC1
246240	246240	NC_000016.10	D	snv	16:16025167	intron_variant	ABCC1
246845	181781	NC_000005.10	R	snv	5:132059422	2KB_upstream_variant,upstream_transcript_variant,intron_variant	IL3,LOC105379174
247616	247616	NC_000016.10	Y	snv	16:56955678		
248393	246221	NC_000016.10	B	snv	16:16044465	coding_sequence_variant,synonymous_variant	ABCC1
248402	246240	NC_000016.10	D	snv	16:16025167	intron_variant	ABCC1
251938	686	NC_000005.10	N	snv	5:175441697	3_prime_UTR_variant	DRD1
254271	254271	NC_000019.10	N	snv	19:54127382	upstream_transcript_variant,intron_variant,2KB_upstream_variant	PRPF31,PRPF31-AS1
255100	255100	NC_000007.14	D	snv	7:30689292	intron_variant,genic_upstream_transcript_variant	CRHR2
257266	153549	NC_000005.10	N	snv	5:112900600	intron_variant	REEP5
257283	153560	NC_000005.10	N	snv	5:112918680	intron_variant	REEP5
258494	258494	NC_000005.10	N	snv	5:75742893		
258749	6196	NC_000005.10	R	snv	5:143281925	non_coding_transcript_variant,genic_downstream_transcript_variant,synonymous_variant,intron_variant,coding_sequence_variant	NR3C1
258751	258751	NC_000005.10	N	snv	5:143282715	non_coding_transcript_variant,genic_downstream_transcript_variant,synonymous_variant,missense_variant,coding_sequence_variant	NR3C1
261316	261316	NC_000015.10	Y	snv	15:58341621		
264588	264588	NC_000002.12	N	snv	2:159079879	genic_upstream_transcript_variant,intron_variant	TANC1
264631	264631	NC_000002.12	S	snv	2:159094353	genic_upstream_transcript_variant,genic_downstream_transcript_variant,intron_variant	TANC1
264651	264651	NC_000002.12	N	snv	2:159072919	genic_upstream_transcript_variant,intron_variant	TANC1
264663	264663	NC_000002.12	N	snv	2:159053694	genic_upstream_transcript_variant,intron_variant	TANC1
265976	265976	NC_000005.10	K	snv	5:175435417		
265980	4532	NC_000005.10	B	snv	5:175443147	5_prime_UTR_variant	DRD1
266729	266729	NC_000003.12	N	snv	3:186841685	upstream_transcript_variant,2KB_upstream_variant	ADIPOQ
274558	274558	NC_000005.10	R	snv	5:132385482	synonymous_variant,missense_variant,coding_sequence_variant	SLC22A5
274618	274618	NC_000007.14	N	snv	7:86642700	2KB_upstream_variant,upstream_transcript_variant	GRM3
274622	274622	NC_000007.14	N	snv	7:86643624	2KB_upstream_variant,upstream_transcript_variant	GRM3
274713	274713	NC_000005.10	N	snv	5:6723447	5_prime_UTR_variant,intron_variant,genic_upstream_transcript_variant	TENT4A
275648	5182	NC_000003.12	B	snv	3:148741608	synonymous_variant,coding_sequence_variant	AGTR1
275651	275651	NC_000003.12	W	snv	3:148697100	upstream_transcript_variant,2KB_upstream_variant	AGTR1
279847	279847	NC_000004.12	B	snv	4:46322613	intron_variant	GABRA2
279858	279858	NC_000004.12	H	snv	4:46312576	missense_variant,coding_sequence_variant,synonymous_variant	GABRA2
283411	283411	NC_000004.12	N	snv	4:99344800	intron_variant	ADH1C
283416	283416	NC_000004.12	V	snv	4:99350199	intron_variant	ADH1C
286913	286913	NC_000011.10	N	snv	11:34633816	intron_variant,genic_upstream_transcript_variant	EHF
289738	5882	NC_000016.10	V	snv	16:56982180	coding_sequence_variant,missense_variant,genic_downstream_transcript_variant	CETP
290487	290487	NC_000010.11	Y	snv	10:113149972	intron_variant	TCF7L2
292449	292449	NC_000018.10	S	snv	18:58227849	missense_variant,intron_variant,coding_sequence_variant,5_prime_UTR_variant,genic_upstream_transcript_variant	NEDD4L
294610	294610	NC_000003.12	N	snv	3:14801652	non_coding_transcript_variant	LINC02011
295943	295943	NC_000005.10	Y	snv	5:59591047	intron_variant,genic_upstream_transcript_variant	PDE4D
296766	296766	NC_000012.12	H	snv	12:49957170	3_prime_UTR_variant,genic_downstream_transcript_variant,intron_variant	AQP2,AQP5-AS1
297981	295943	NC_000005.10	Y	snv	5:59591047	intron_variant,genic_upstream_transcript_variant	PDE4D
299293	299293	NC_000005.10	Y	snv	5:163482208	downstream_transcript_variant,intron_variant,500B_downstream_variant	HMMR,HMMR-AS1
299313	299313	NC_000005.10	V	snv	5:163486945	intron_variant	HMMR,HMMR-AS1
299314	299314	NC_000005.10	Y	snv	5:163487994	intron_variant	HMMR,HMMR-AS1
301927	301927	NC_000003.12	R	snv	3:97627774	genic_downstream_transcript_variant,intron_variant	EPHA6
304478	304478	NC_000010.11	N	snv	10:89391165	upstream_transcript_variant,2KB_upstream_variant	IFIT1
305968	305968	NC_000019.10	N	snv	19:41116284	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	CYP2F1
307821	307821	NC_000005.10	N	snv	5:180603313	missense_variant,genic_downstream_transcript_variant,3_prime_UTR_variant,coding_sequence_variant	FLT4
307826	307826	NC_000005.10	N	snv	5:180624003	missense_variant,coding_sequence_variant	FLT4
308395	308395	NC_000004.12	V	snv	4:122825787	2KB_upstream_variant,upstream_transcript_variant	FGF2
310279	310279	NC_000008.11	N	snv	8:23760950	genic_downstream_transcript_variant,intron_variant	LOC107986930
310786	310786	NC_000012.12	Y	snv	12:77042368	intron_variant	E2F7
312481	312481	NC_000003.12	N	snv	3:53517875	intron_variant,genic_upstream_transcript_variant	CACNA1D
315498	315498	NC_000017.11	B	snv	17:31693749		
316003	316003	NC_000006.12	N	snv	6:160224800	synonymous_variant,coding_sequence_variant	SLC22A2
316009	316009	NC_000006.12	N	snv	6:160254732	intron_variant	SLC22A2
316019	316019	NC_000006.12	N	snv	6:160249250	missense_variant,coding_sequence_variant	SLC22A2
319952	319952	NC_000001.11	N	snv	1:48647950	intron_variant,genic_downstream_transcript_variant	AGBL4
320003	320003	NC_000001.11	R	snv	1:48661106	intron_variant,genic_downstream_transcript_variant	AGBL4
322144	322144	NC_000019.10	V	snv	19:11313027	intron_variant	TSPAN16
324011	324011	NC_000012.12	H	snv	12:57108399	intron_variant,genic_upstream_transcript_variant	STAT6
324023	324023	NC_000003.12	N	snv	3:114166548	intron_variant	DRD3
324025	6280	NC_000003.12	Y	snv	3:114171968	coding_sequence_variant,missense_variant	DRD3
324026	324026	NC_000003.12	Y	snv	3:114172195	intron_variant	DRD3
324029	324029	NC_000003.12	V	snv	3:114162776	intron_variant	DRD3
324420	324420	NC_000001.11	M	snv	1:46405089	coding_sequence_variant,missense_variant	FAAH
324650	324650	NC_000007.14	W	snv	7:137008914	intron_variant	CHRM2,LOC349160
324899	324899	NC_000005.10	R	snv	5:88619764	genic_downstream_transcript_variant,intron_variant	LINC00461
329007	329007	NC_000018.10	V	snv	18:9522608	intron_variant	RALBP1
334558	334558	NC_000003.12	N	snv	3:120094435	5_prime_UTR_variant	GSK3B
339097	339097	NC_000007.14	N	snv	7:128759170	intron_variant	CALU
340874	340874	NC_000001.11	N	snv	1:213985913	genic_upstream_transcript_variant,intron_variant	PROX1,PROX1-AS1
351855	351855	NC_000005.10	N	snv	5:177093242	missense_variant,intron_variant,coding_sequence_variant	FGFR4
352046	352046	NC_000004.12	N	snv	4:73998833	2KB_upstream_variant,non_coding_transcript_variant,upstream_transcript_variant	CXCL5,LOC124900715
352139	352139	NC_000003.12	N	snv	3:52224356	intron_variant	TLR9
353017	352046	NC_000004.12	N	snv	4:73998833	2KB_upstream_variant,non_coding_transcript_variant,upstream_transcript_variant	CXCL5,LOC124900715
361525	361525	NC_000006.12	R	snv	6:31575324	2KB_upstream_variant,upstream_transcript_variant	TNF
361592	174699	NC_000022.11	Y	snv	22:19966935	genic_downstream_transcript_variant,intron_variant,3_prime_UTR_variant	ARVCF,COMT
363225	363225	NC_000010.11	N	snv	10:117264991	intron_variant	SLC18A2
363226	363226	NC_000010.11	N	snv	10:117265701	intron_variant	SLC18A2
363332	363332	NC_000010.11	D	snv	10:117243156	upstream_transcript_variant,2KB_upstream_variant,intron_variant	SLC18A2,SLC18A2-AS1
363334	363334	NC_000010.11	S	snv	10:117245484	intron_variant	SLC18A2
363338	363338	NC_000010.11	N	snv	10:117249878	intron_variant	SLC18A2
363341	363341	NC_000010.11	N	snv	10:117250954	intron_variant	SLC18A2
365836	365836	NC_000007.14	R	snv	7:102166571	intron_variant	CUX1
367398	367398	NC_000006.12	R	snv	6:32223953	non_coding_transcript_variant,5_prime_UTR_variant	NOTCH4
371927	371927	NC_000020.11	R	snv	20:44634395	intron_variant	ADA
372602	204047	NC_000001.11	B	snv	1:28818612	intron_variant	OPRD1
377360	377360	NC_000014.9	D	snv	14:22553337		
383510	383510	NC_000021.9	H	snv	21:41486440	intron_variant	TMPRSS2
391300	391300	NC_000017.11	N	snv	17:2312964	intron_variant	SRR
393994	393994	NC_000001.11	N	snv	1:48643073	intron_variant,genic_downstream_transcript_variant	AGBL4
396991	396991	NC_000001.11	N	snv	1:161544752	coding_sequence_variant,missense_variant,intron_variant	FCGR3A
399903	319952	NC_000001.11	N	snv	1:48647950	intron_variant,genic_downstream_transcript_variant	AGBL4
402007	402007	NC_000021.9	B	snv	21:26845001	5_prime_UTR_variant	ADAMTS1
405509	405509	NC_000019.10	N	snv	19:44905579	upstream_transcript_variant,2KB_upstream_variant	APOE
408626	408626	NC_000005.10	N	snv	5:80655314	2KB_upstream_variant,upstream_transcript_variant,intron_variant	DHFR,MSH3
416213	204076	NC_000001.11	N	snv	1:28863878	3_prime_UTR_variant	OPRD1
425215	425215	NC_000021.9	S	snv	21:42286991	intron_variant	ABCG1
428785	428785	NC_000021.9	N	snv	21:26844276	coding_sequence_variant,missense_variant	ADAMTS1
429358	429358	NC_000019.10	Y	snv	19:44908684	missense_variant,coding_sequence_variant	APOE
430397	430397	NC_000009.12	N	snv	9:125238840	intron_variant	HSPA5
435989	246240	NC_000016.10	D	snv	16:16025167	intron_variant	ABCC1
442767	442767	NC_000005.10	N	snv	5:80655677	2KB_upstream_variant,upstream_transcript_variant,intron_variant	DHFR,MSH3
444904	444904	NC_000017.11	H	snv	17:8900750	intron_variant,2KB_upstream_variant,upstream_transcript_variant	PIK3R5,LOC124903921
445925	445925	NC_000019.10	N	snv	19:44912383	upstream_transcript_variant,2KB_upstream_variant	APOC1
446112	446112	NC_000020.11	V	snv	20:46448270		
446545	310279	NC_000008.11	N	snv	8:23760950	genic_downstream_transcript_variant,intron_variant	LOC107986930
449647	449647	NC_000019.10	D	snv	19:44905307	upstream_transcript_variant,2KB_upstream_variant	APOE
450789	450789	NC_000013.11	N	snv	13:33004095		
451774	451774	NC_000006.12	R	snv	6:28534773	non_coding_transcript_variant,3_prime_UTR_variant	GPX5
454807	299293	NC_000005.10	Y	snv	5:163482208	downstream_transcript_variant,intron_variant,500B_downstream_variant	HMMR,HMMR-AS1
460414	177852	NC_000014.9	Y	snv	14:37642665	genic_upstream_transcript_variant,intron_variant	TTC6
461872	461872	NC_000012.12	R	snv	12:49951423	intron_variant,downstream_transcript_variant,500B_downstream_variant	AQP2,AQP5-AS1
462779	462779	NC_000006.12	N	snv	6:111374684	missense_variant,coding_sequence_variant	REV3L
463312	463312	NC_000020.11	M	snv	20:59022915	missense_variant,coding_sequence_variant	TUBB1
467387	467387	NC_000009.12	D	snv	9:134041883	synonymous_variant,coding_sequence_variant	BRD3
471760	471760	NC_000001.11	N	snv	1:20590713	intron_variant	CDA
472660	472660	NC_000007.14	N	snv	7:99862484	intron_variant	CYP3A43
474673	225440	NC_000021.9	N	snv	21:42232943	intron_variant,genic_upstream_transcript_variant	ABCG1
487804	445925	NC_000019.10	N	snv	19:44912383	upstream_transcript_variant,2KB_upstream_variant	APOC1
489693	489693	NC_000018.10	N	snv	18:60215554		
492338	492338	NC_000021.9	N	snv	21:42281867	intron_variant	ABCG1
492602	492602	NC_000019.10	N	snv	19:48703160	non_coding_transcript_variant,coding_sequence_variant,synonymous_variant	FUT2,LOC105447645
494904	494904	NC_000002.12	B	snv	2:44914041		
495491	495491	NC_000006.12	R	snv	6:154061407	genic_upstream_transcript_variant,intron_variant	OPRM1
495794	495794	NC_000005.10	N	snv	5:112865397	intron_variant	SRP19
495828	495828	NC_000009.12	K	snv	9:133279294		
498207	498207	NC_000023.11	R	snv	X:114583649	upstream_transcript_variant,2KB_upstream_variant	HTR2C
499368	499368	NC_000012.12	H	snv	12:211754	intron_variant,upstream_transcript_variant,genic_upstream_transcript_variant	SLC6A12
500766	500766	NC_000010.11	Y	snv	10:6508628	intron_variant	PRKCQ
501611	316009	NC_000006.12	N	snv	6:160254732	intron_variant	SLC22A2
502046	502046	NC_000006.12	B	snv	6:71998178	genic_upstream_transcript_variant,intron_variant	RIMS1
502434	502434	NC_000023.11	B	snv	X:123403426	genic_downstream_transcript_variant,missense_variant,synonymous_variant,coding_sequence_variant	GRIA3
502738	209474	NC_000006.12	R	snv	6:32956807		
503464	503464	NC_000015.10	W	snv	15:78565554	5_prime_UTR_variant	CHRNA5
506413	174541	NC_000011.10	Y	snv	11:61798436		
506770	506770	NC_000006.12	N	snv	6:31817451	synonymous_variant,coding_sequence_variant	HSPA1A
507314	35621	NC_000016.10	B	snv	16:16074751	intron_variant	ABCC1
508448	508448	NC_000001.11	N	snv	1:28855013	intron_variant	OPRD1
510317	510317	NC_000013.11	D	snv	13:113105440	upstream_transcript_variant,2KB_upstream_variant	F7
510335	510335	NC_000013.11	N	snv	13:113105441	upstream_transcript_variant,2KB_upstream_variant	F7
510432	510432	NC_000006.12	N	snv	6:106326155	2KB_upstream_variant,upstream_transcript_variant	ATG5
510769	510769	NC_000006.12	N	snv	6:154040884	genic_upstream_transcript_variant,intron_variant	OPRM1
511435	511435	NC_000006.12	B	snv	6:154047412	genic_upstream_transcript_variant,intron_variant	OPRM1
512077	512077	NC_000006.12	N	snv	6:160353896	genic_upstream_transcript_variant,intron_variant	SLC22A3
518147	518147	NC_000023.11	V	snv	X:114584109	5_prime_UTR_variant	HTR2C
518350	518350	NC_000022.11	N	snv	22:27261583		
520210	520210	NC_000018.10	R	snv	18:58140841	intron_variant,genic_upstream_transcript_variant	NEDD4L
521093	521093	NC_000001.11	N	snv	1:109825608		
523349	523349	NC_000002.12	N	snv	2:31580636	coding_sequence_variant,genic_upstream_transcript_variant,missense_variant,synonymous_variant,intron_variant	SRD5A2
524731	524731	NC_000006.12	M	snv	6:154053957	genic_upstream_transcript_variant,intron_variant	OPRM1
529520	529520	NC_000001.11	N	snv	1:28848434	intron_variant	OPRD1
532545	532545	NC_000001.11	N	snv	1:20588679	upstream_transcript_variant,2KB_upstream_variant	CDA
533556	533556	NC_000011.10	M	snv	11:116870856	intron_variant,genic_downstream_transcript_variant,upstream_transcript_variant,genic_upstream_transcript_variant	SIK3
534162	165854	NC_000022.11	R	snv	22:20813499	synonymous_variant,genic_upstream_transcript_variant,coding_sequence_variant	PI4KA
536560	536560	NC_000018.10	N	snv	18:57554416	coding_sequence_variant,synonymous_variant	FECH
540825	540825	NC_000006.12	N	snv	6:154093311	synonymous_variant,genic_downstream_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	OPRM1
544093	544093	NC_000006.12	D	snv	6:154136358	intron_variant,genic_downstream_transcript_variant	OPRM1
548646	548646	NC_000006.12	N	snv	6:154097012	intron_variant,genic_downstream_transcript_variant	OPRM1
553202	553202	NC_000006.12	Y	snv	6:154043682	genic_upstream_transcript_variant,intron_variant	OPRM1
556977	292449	NC_000018.10	S	snv	18:58227849	missense_variant,intron_variant,coding_sequence_variant,5_prime_UTR_variant,genic_upstream_transcript_variant	NEDD4L
557881	557881	NC_000012.12	N	snv	12:209959	upstream_transcript_variant,genic_upstream_transcript_variant,missense_variant,coding_sequence_variant	SLC6A12
557905	557905	NC_000011.10	N	snv	11:105027116	intron_variant	CASP1,LOC124902742
560018	560018	NC_000001.11	Y	snv	1:109657738	intron_variant	GSTM4
562859	562859	NC_000006.12	N	snv	6:154093438	synonymous_variant,genic_downstream_transcript_variant,missense_variant,intron_variant,coding_sequence_variant	OPRM1
563649	563649	NC_000006.12	N	snv	6:154086832	genic_upstream_transcript_variant,intron_variant,5_prime_UTR_variant,genic_downstream_transcript_variant	OPRM1
568408	568408	NC_000003.12	R	snv	3:159995680	intron_variant,3_prime_UTR_variant	IL12A,IL12A-AS1
568910	568910	NC_000011.10	N	snv	11:105033843	intron_variant	CASP1,LOC124902742
569108	569108	NC_000011.10	N	snv	11:60095631	coding_sequence_variant,genic_downstream_transcript_variant,missense_variant	MS4A2
569356	569356	NC_000001.11	V	snv	1:28810174	upstream_transcript_variant,2KB_upstream_variant	OPRD1
576859	576859	NC_000011.10	N	snv	11:57713151	intron_variant,upstream_transcript_variant,2KB_upstream_variant	TMX2,MED19,TMX2-CTNND1
577001	577001	NC_000006.12	B	snv	6:149325172	genic_upstream_transcript_variant,intron_variant,genic_downstream_transcript_variant	TAB2
578427	578427	NC_000006.12	Y	snv	6:91702432		
578776	578776	NC_000015.10	N	snv	15:78596058	3_prime_UTR_variant,intron_variant	CHRNA3
581111	581111	NC_000001.11	N	snv	1:28848861	intron_variant	OPRD1
585719	585719	NC_000013.11	H	snv	13:46482264		
588076	588076	NC_000011.10	N	snv	11:85980619	intron_variant	PICALM
588765	588765	NC_000015.10	N	snv	15:78573083	intron_variant	CHRNA5
589046	589046	NC_000006.12	N	snv	6:154072003	genic_upstream_transcript_variant,intron_variant	OPRM1
591081	254271	NC_000019.10	N	snv	19:54127382	upstream_transcript_variant,intron_variant,2KB_upstream_variant	PRPF31,PRPF31-AS1
594445	594445	NC_000018.10	H	snv	18:36251226	missense_variant,coding_sequence_variant	MOCOS
594709	594709	NC_000006.12	R	snv	6:160134722	intron_variant	SLC22A1
598961	598961	NC_000001.11	V	snv	1:66353940	upstream_transcript_variant,genic_upstream_transcript_variant,intron_variant	PDE4B
602633	602633	NC_000001.11	N	snv	1:109278889		
602950	602950	NC_000001.11	N	snv	1:20589038	upstream_transcript_variant,2KB_upstream_variant	CDA
603965	9344	NC_000011.10	R	snv	11:69648142	coding_sequence_variant,synonymous_variant	CCND1
609148	609148	NC_000006.12	D	snv	6:154109880	intron_variant,genic_downstream_transcript_variant	OPRM1
610604	610604	NC_000006.12	N	snv	6:137878280	intron_variant	TNFAIP3
612858	316003	NC_000006.12	N	snv	6:160224800	synonymous_variant,coding_sequence_variant	SLC22A2
613038	209709	NC_000001.11	N	snv	1:22551320		
615470	615470	NC_000015.10	Y	snv	15:78593646	genic_downstream_transcript_variant,3_prime_UTR_variant,intron_variant	CHRNA3,CHRNA5
616147	616147	NC_000003.12	R	snv	3:39492990	intron_variant	MOBP
