Variant_ID;Variant;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA166153615;rs1056515;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166153615;rs1056515;VARIANT;PA450198;LEUCOVORIN;CHEMICAL;PD
PA166153854;rs12143842;VARIANT;PA448388;AMLODIPINE;CHEMICAL;PD
PA166153854;rs12143842;VARIANT;PA448970;CHLORTHALIDONE;CHEMICAL;PD
PA166153854;rs12143842;VARIANT;PA450242;LISINOPRIL;CHEMICAL;PD
PA166185792;rs28656907;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166156447;rs12487736;VARIANT;PA448500;ATORVASTATIN;CHEMICAL;
PA166156447;rs12487736;VARIANT;PA451363;SIMVASTATIN;CHEMICAL;PD
PA166154138;rs11568732;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166161137;rs113878252;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;
PA166153700;rs2307424;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166260501;rs12678747;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166182713;rs121913500;VARIANT;PA166293881;OLUTASIDENIB;CHEMICAL;
PA166154747;rs11568658;VARIANT;PA10227;VALGANCICLOVIR;CHEMICAL;PD
PA166154747;rs11568658;VARIANT;PA164774763;LATANOPROST;CHEMICAL;PD
PA166155918;rs1884613;VARIANT;PA449441;EFAVIRENZ;CHEMICAL;
PA166156774;rs1800925;VARIANT;PA162372840;SUNITINIB;CHEMICAL;PD
PA166366421;rs397508166;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166177785;rs1074287;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177785;rs1074287;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166153773;rs4654327;VARIANT;PA450588;NALTREXONE;CHEMICAL;PD
PA166153773;rs4654327;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166154270;rs187238;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166154270;rs187238;VARIANT;PA451999;INTERFERONS;CHEMICAL;PD
PA166235961;rs77709286;VARIANT;PA166235321;PRALSETINIB;CHEMICAL;
PA166154758;rs77876672;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166176305;rs6853;VARIANT;PA449599;FENTANYL;CHEMICAL;PD
PA166156762;rs1423515;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166156341;rs2069062;VARIANT;PA451257;RISPERIDONE;CHEMICAL;PD
PA166157902;CYB5R3 deficiency;VARIANT;PA450475;METOCLOPRAMIDE;CHEMICAL;
PA166183705;rs3778156;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166183705;rs3778156;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166183705;rs3778156;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166186238;rs17376019;VARIANT;PA448073;ETHANOL;CHEMICAL;
PA166157296;rs1448673;VARIANT;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA166157296;rs1448673;VARIANT;PA450039;INTERFERON BETA-1B;CHEMICAL;PD
PA166156792;rs2243250;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166155228;rs4796793;VARIANT;PA451999;INTERFERONS;CHEMICAL;PD
PA166159971;rs17180299;VARIANT;PA450401;METHADONE;CHEMICAL;
PA166156870;rs11746641;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166156870;rs11746641;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166157720;rs1126442;VARIANT;PA450403;METHAMPHETAMINE;CHEMICAL;PD
PA166268922;rs77375493;VARIANT;PA166268921;ROPEGINTERFERON ALFA-2B;CHEMICAL;
PA166162981;rs7512462;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166155593;rs264663;VARIANT;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA166155022;rs1805010;VARIANT;PA165983754;PITRAKINRA;CHEMICAL;PD
PA166163174;rs2942857;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166153990;rs2031920;VARIANT;PA164712708;DRUGS FOR TREATMENT OF TUBERCULOSIS;CHEMICAL;PD
PA166153990;rs2031920;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166153990;rs2031920;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;
PA166155954;rs6071980;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166154789;rs2236225;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166154789;rs2236225;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;PD
PA166154789;rs2236225;VARIANT;PA450428;METHOTREXATE;CHEMICAL;PD
PA166153545;rs4762;VARIANT;PA450084;IRBESARTAN;CHEMICAL;PD
PA166201543;rs11572078;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201543;rs11572078;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166282801;rs1799762;VARIANT;PA450466;METHYLPREDNISOLONE;CHEMICAL;
PA166180325;rs144336148;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166180325;rs144336148;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166164927;rs2254638;VARIANT;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA166179355;rs1029359343;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166156442;rs11313667;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166156442;rs11313667;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166156442;rs11313667;VARIANT;PA450480;METOPROLOL;CHEMICAL;PD
PA166163239;rs3217164;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166157269;rs854547;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166155163;rs242941;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166155757;rs6749447;VARIANT;PA450268;LOSARTAN;CHEMICAL;PD
PA166156933;rs628031;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166156933;rs628031;VARIANT;PA450164;LAMOTRIGINE;CHEMICAL;
PA166156933;rs628031;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166154478;rs61888800;VARIANT;PA449233;DESIPRAMINE;CHEMICAL;PD
PA166154478;rs61888800;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166154478;rs61888800;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166154400;rs3758785;VARIANT;PA448765;CANDESARTAN;CHEMICAL;PD
PA166154400;rs3758785;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166156725;rs274717;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166154301;rs757110;VARIANT;PA10390;SULFONAMIDES, UREA DERIVATIVES;CHEMICAL;PD
PA166160694;rs7958375;VARIANT;PA451250;RIFAMPIN;CHEMICAL;PD
PA166154056;rs4506565;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA449673;FLUOXETINE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA451333;SERTRALINE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166154726;rs7997012;VARIANT;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA165958354;TELAPREVIR;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA166122590;SIMEPREVIR;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA166122593;SOFOSBUVIR;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA166128166;LEDIPASVIR;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166155435;rs8099917;VARIANT;PA451999;INTERFERONS;CHEMICAL;PD
PA166196981;rs397508761;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166196981;rs397508761;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166154888;rs2305364;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166178193;rs397508602;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166283681;rs7557402;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166177205;rs61908411;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166157160;rs9461684;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;PD
PA166155641;rs1799808;VARIANT;PA450921;PHENPROCOUMON;CHEMICAL;PD
PA166156031;rs16947;VARIANT;PA451131;PROPAFENONE;CHEMICAL;
PA166156031;rs16947;VARIANT;PA451690;TIMOLOL;CHEMICAL;PD
PA166155098;rs9939609;VARIANT;PA164779048;INTERFERON ALFA-2A, RECOMBINANT;CHEMICAL;PD
PA166155098;rs9939609;VARIANT;PA164783990;INTERFERON ALFA-2B, RECOMBINANT;CHEMICAL;PD
PA166155098;rs9939609;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166153620;rs1061631;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166153899;rs72549306;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166153899;rs72549306;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166179510;rs1184321568;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166155465;rs12721646;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;
PA166153592;rs822442;VARIANT;PA154410481;PRASUGREL;CHEMICAL;PD
PA166154052;rs4148950;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166154052;rs4148950;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166157579;rs2669429;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166159800;rs202144771;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155709;rs3770102;VARIANT;PA451879;VINCRISTINE;CHEMICAL;PD
PA166232202;rs16974799;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166179805;rs2205986;VARIANT;PA450037;INTERFERON BETA-1A;CHEMICAL;PD
PA166179805;rs2205986;VARIANT;PA450039;INTERFERON BETA-1B;CHEMICAL;PD
PA166156786;rs2168631;VARIANT;PA448687;BUPROPION;CHEMICAL;PD
PA166156786;rs2168631;VARIANT;PA450626;NICOTINE;CHEMICAL;PD
PA166157380;rs3789243;VARIANT;PA143485705;ANTIEPILEPTICS;CHEMICAL;PD
PA166154155;rs12768009;VARIANT;PA450616;NEVIRAPINE;CHEMICAL;
PA166154374;rs2513265;VARIANT;PA452233;ANTIPSYCHOTICS;CHEMICAL;PD
PA166266481;rs13210472;VARIANT;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA166157458;rs12720067;VARIANT;PA448385;AMITRIPTYLINE;CHEMICAL;PD
PA166157458;rs12720067;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166157458;rs12720067;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166157458;rs12720067;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166153860;rs12720462;VARIANT;PA450688;OLANZAPINE;CHEMICAL;
PA166155842;rs17183814;VARIANT;PA143485705;ANTIEPILEPTICS;CHEMICAL;PD
PA166155842;rs17183814;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;PD
PA166155842;rs17183814;VARIANT;PA450911;PHENOBARBITAL;CHEMICAL;PD
PA166155842;rs17183814;VARIANT;PA450947;PHENYTOIN;CHEMICAL;PD
PA166155842;rs17183814;VARIANT;PA451846;VALPROIC ACID;CHEMICAL;PD
PA166155711;rs3792269;VARIANT;PA450395;METFORMIN;CHEMICAL;PD
PA166394701;rs1800103;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;
PA166156423;rs7643645;VARIANT;PA448785;CARBAMAZEPINE;CHEMICAL;
PA166156423;rs7643645;VARIANT;PA451257;RISPERIDONE;CHEMICAL;
PA166179453;rs11065987;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166153556;rs7079;VARIANT;PA448561;BENAZEPRIL;CHEMICAL;PD
PA166177792;rs495491;VARIANT;PA166114414;COTININE;CHEMICAL;
PA166177792;rs495491;VARIANT;PA448073;ETHANOL;CHEMICAL;PD
PA166177792;rs495491;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166177792;rs495491;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166177792;rs495491;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166177792;rs495491;VARIANT;PA452619;HEROIN;CHEMICAL;PD
PA166178424;rs9402944;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166178424;rs9402944;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166178424;rs9402944;VARIANT;PA449476;EPIRUBICIN;CHEMICAL;PD
PA166157068;rs3130100;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166170237;rs1056854;VARIANT;PA449760;GLATIRAMER ACETATE;CHEMICAL;PD
PA166157527;rs121434568;VARIANT;PA131301952;GEFITINIB;CHEMICAL;PD
PA166157527;rs121434568;VARIANT;PA134687924;ERLOTINIB;CHEMICAL;
PA166157527;rs121434568;VARIANT;PA165981154;AFATINIB;CHEMICAL;
PA166157527;rs121434568;VARIANT;PA166131626;OSIMERTINIB;CHEMICAL;
PA166157527;rs121434568;VARIANT;PA166182279;DACOMITINIB;CHEMICAL;
PA166155575;rs193922876;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155575;rs193922876;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166157566;rs1799998;VARIANT;PA448561;BENAZEPRIL;CHEMICAL;PD
PA166157566;rs1799998;VARIANT;PA448765;CANDESARTAN;CHEMICAL;PD
PA166157566;rs1799998;VARIANT;PA452640;IMIDAPRIL;CHEMICAL;PD
PA166155903;rs113095083;VARIANT;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA166154455;rs11231825;VARIANT;PA164749431;GEMTUZUMAB OZOGAMICIN;CHEMICAL;PD
PA166154455;rs11231825;VARIANT;PA449177;CYTARABINE;CHEMICAL;PD
PA166154455;rs11231825;VARIANT;PA449655;FLUDARABINE;CHEMICAL;PD
PA166154455;rs11231825;VARIANT;PA449961;IDARUBICIN;CHEMICAL;PD
PA166285621;rs12283870;VARIANT;PA164760860;PEGASPARGASE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA449177;CYTARABINE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA449212;DAUNORUBICIN;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA449412;DOXORUBICIN;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA450379;MERCAPTOPURINE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA451663;THIOGUANINE;CHEMICAL;
PA166285621;rs12283870;VARIANT;PA451879;VINCRISTINE;CHEMICAL;
PA166156579;rs3775291;VARIANT;PA164712887;MEASLES VACCINES;CHEMICAL;PD
PA166156579;rs3775291;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166154329;rs1491850;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156394;rs4135385;VARIANT;PA162363968;LENALIDOMIDE;CHEMICAL;PD
PA166156394;rs4135385;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166156394;rs4135385;VARIANT;PA449247;DEXAMETHASONE;CHEMICAL;PD
PA166156394;rs4135385;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166153621;rs1065634;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166153621;rs1065634;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166153621;rs1065634;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166159310;rs2523864;VARIANT;PA451749;TRIAMCINOLONE;CHEMICAL;PD
PA166154877;rs2069526;VARIANT;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA166157095;rs4149178;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166159792;rs146529561;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155544;rs121918593;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
PA166155544;rs121918593;VARIANT;PA451522;SUCCINYLCHOLINE;CHEMICAL;PD
PA166153651;rs1801268;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;
PA166153651;rs1801268;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166153651;rs1801268;VARIANT;PA452620;TEGAFUR;CHEMICAL;
PA166157067;rs3129294;VARIANT;PA448497;ASPIRIN;CHEMICAL;PD
PA166156605;rs6600893;VARIANT;PA450401;METHADONE;CHEMICAL;PD
PA166156659;rs12505410;VARIANT;PA10804;IMATINIB;CHEMICAL;PD
PA166156659;rs12505410;VARIANT;PA450428;METHOTREXATE;CHEMICAL;
PA166154893;rs2470890;VARIANT;PA164760843;DEFERASIROX;CHEMICAL;
PA166154893;rs2470890;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166154195;rs72558189;VARIANT;PA451906;WARFARIN;CHEMICAL;
PA166153624;rs1130864;VARIANT;PA10004;ADALIMUMAB;CHEMICAL;PD
PA166155655;rs1983023;VARIANT;PA164760843;DEFERASIROX;CHEMICAL;PD
PA166177136;rs12595802;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166164946;rs121908752;VARIANT;PA165950341;IVACAFTOR;CHEMICAL;PD
PA166164946;rs121908752;VARIANT;PA166179845;IVACAFTOR / TEZACAFTOR;CHEMICAL;
PA166164946;rs121908752;VARIANT;PA166190041;ELEXACAFTOR / TEZACAFTOR / IVACAFTOR;CHEMICAL;
PA166164946;rs121908752;VARIANT;PA166362502;VANZACAFTOR / TEZACAFTOR / DEUTIVACAFTOR;CHEMICAL;
PA166262003;rs137904044;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166154212;rs140278421;VARIANT;PA450704;OMEPRAZOLE;CHEMICAL;
PA166157339;rs2235047;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166403561;rs1466428833;VARIANT;PA450704;OMEPRAZOLE;CHEMICAL;
PA166159790;rs138545885;VARIANT;PA448771;CAPECITABINE;CHEMICAL;
PA166155454;rs10426377;VARIANT;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA166157128;rs7769719;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166157128;rs7769719;VARIANT;PA451644;THALIDOMIDE;CHEMICAL;PD
PA166157272;rs854555;VARIANT;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA166156166;rs35320474;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166157093;rs3957356;VARIANT;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA166153895;rs67376798;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166153895;rs67376798;VARIANT;PA448771;CAPECITABINE;CHEMICAL;PD
PA166153895;rs67376798;VARIANT;PA452620;TEGAFUR;CHEMICAL;PD
PA166201541;rs10491684;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166201541;rs10491684;VARIANT;PA449748;GEMCITABINE;CHEMICAL;PD
PA166154644;rs12819210;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166154644;rs12819210;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166156826;rs4386686;VARIANT;PA166124478;ENDOXIFEN;CHEMICAL;
PA166154336;rs1799963;VARIANT;PA165290929;ETHINYL ESTRADIOL / NORELGESTROMIN;CHEMICAL;
PA166154336;rs1799963;VARIANT;PA166179849;AVATROMBOPAG;CHEMICAL;
PA166154336;rs1799963;VARIANT;PA166182748;LUSUTROMBOPAG;CHEMICAL;
PA166154336;rs1799963;VARIANT;PA452637;HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA448385;AMITRIPTYLINE;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA449015;CITALOPRAM;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA449061;CLOZAPINE;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA450801;PAROXETINE;CHEMICAL;PD
PA166157440;rs10248420;VARIANT;PA451866;VENLAFAXINE;CHEMICAL;PD
PA166159127;rs9725457;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166159807;rs2257212;VARIANT;PA7000;SORAFENIB;CHEMICAL;PD
PA166319224;rs371258350;VARIANT;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA166156688;rs58818712;VARIANT;PA10804;IMATINIB;CHEMICAL;
PA166156688;rs58818712;VARIANT;PA162372878;DASATINIB;CHEMICAL;
PA166156688;rs58818712;VARIANT;PA165958345;NILOTINIB;CHEMICAL;
PA166153570;rs340874;VARIANT;PA448499;ATENOLOL;CHEMICAL;PD
PA166155456;rs10853728;VARIANT;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA166155456;rs10853728;VARIANT;PA451241;RIBAVIRIN;CHEMICAL;PD
PA166235850;rs4530637;VARIANT;PA452618;OPIOIDS;CHEMICAL;PD
PA166156013;rs9981861;VARIANT;PA448803;CARBOPLATIN;CHEMICAL;PD
PA166156013;rs9981861;VARIANT;PA450761;PACLITAXEL;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA164712688;DIHYDROPYRIDINE DERIVATIVES;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449319;DIGOXIN;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449390;DOLASETRON;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449761;GLIMEPIRIDE;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449762;GLIPIZIDE;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449782;GLYBURIDE;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA449809;GRANISETRON;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA451234;REPAGLINIDE;CHEMICAL;PD
PA166153802;rs10494366;VARIANT;PA451868;VERAPAMIL;CHEMICAL;PD
PA166159499;rs10964552;VARIANT;PA449014;CISPLATIN;CHEMICAL;PD
PA166157734;rs1611115;VARIANT;PA164712362;ANALGESICS;CHEMICAL;
PA166157734;rs1611115;VARIANT;PA164712462;ANTIINFLAMMATORY AGENTS, NON-STEROIDS;CHEMICAL;
PA166157734;rs1611115;VARIANT;PA164712741;ERGOT ALKALOIDS;CHEMICAL;
PA166157734;rs1611115;VARIANT;PA450213;LEVODOPA;CHEMICAL;PD
PA166157734;rs1611115;VARIANT;PA450588;NALTREXONE;CHEMICAL;PD
PA166157734;rs1611115;VARIANT;PA451566;SUMATRIPTAN;CHEMICAL;
PA166157734;rs1611115;VARIANT;PA452618;OPIOIDS;CHEMICAL;
PA166177193;rs17786394;VARIANT;PA10066;DULOXETINE;CHEMICAL;PD
PA166189123;rs138809906;VARIANT;PA166184060;CARBOCISTEINE;CHEMICAL;
PA166189123;rs138809906;VARIANT;PA450931;L-PHENYLALANINE;CHEMICAL;
PA166157844;rs56040400;VARIANT;PA164776637;ECULIZUMAB;CHEMICAL;PD
PA166176933;rs17685420;VARIANT;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA166154784;rs1663332;VARIANT;PA448068;SALBUTAMOL;CHEMICAL;PD
PA166155962;rs6130615;VARIANT;PA449383;DOCETAXEL;CHEMICAL;PD
PA166177045;rs186983396;VARIANT;PA166122627;CHLOROCRESOL;CHEMICAL;
PA166177045;rs186983396;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166155551;rs140471703;VARIANT;PA450626;NICOTINE;CHEMICAL;
PA166154111;rs10510050;VARIANT;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA166154313;rs1076560;VARIANT;PA164764584;RASAGILINE;CHEMICAL;PD
PA166154313;rs1076560;VARIANT;PA449072;COCAINE;CHEMICAL;PD
PA166154313;rs1076560;VARIANT;PA450688;OLANZAPINE;CHEMICAL;PD
PA166154313;rs1076560;VARIANT;PA452618;OPIOIDS;CHEMICAL;
PA166181044;rs2233678;VARIANT;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA166181044;rs2233678;VARIANT;PA450085;IRINOTECAN;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA164749136;DESFLURANE;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA448710;CAFFEINE;CHEMICAL;
PA166155567;rs193922770;VARIANT;PA449461;ENFLURANE;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA449845;HALOTHANE;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA450106;ISOFLURANE;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA450434;METHOXYFLURANE;CHEMICAL;PD
PA166155567;rs193922770;VARIANT;PA451341;SEVOFLURANE;CHEMICAL;PD
