Variant_ID;Variant;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA166155709;rs3770102;VARIANT;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA166232202;rs16974799;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166179805;rs2205986;VARIANT;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA166179805;rs2205986;VARIANT;PA444987;MULTIPLE SCLEROSIS;DISEASE;PD
PA166157380;rs3789243;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166154155;rs12768009;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166154374;rs2513265;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166266481;rs13210472;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157458;rs12720067;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166155842;rs17183814;VARIANT;PA444065;EPILEPSY;DISEASE;PD
PA166155711;rs3792269;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166156423;rs7643645;VARIANT;PA444065;EPILEPSY;DISEASE;
PA166156423;rs7643645;VARIANT;PA447215;PSYCHOTIC DISORDER;DISEASE;
PA166179453;rs11065987;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166153556;rs7079;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166177792;rs495491;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166177792;rs495491;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166177792;rs495491;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166177792;rs495491;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166178424;rs9402944;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166178424;rs9402944;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166157068;rs3130100;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166157068;rs3130100;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166157527;rs121434568;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155575;rs193922876;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166157566;rs1799998;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166157566;rs1799998;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166155903;rs113095083;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166154455;rs11231825;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166285621;rs12283870;VARIANT;PA166279881;ELEVATED LIVER ENZYMES;DISEASE;
PA166285621;rs12283870;VARIANT;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA166156579;rs3775291;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166154329;rs1491850;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166154329;rs1491850;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156394;rs4135385;VARIANT;PA444985;MULTIPLE MYELOMA;DISEASE;PD
PA166153621;rs1065634;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166159310;rs2523864;VARIANT;PA445532;RETINAL DISEASES;DISEASE;PD
PA166154877;rs2069526;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166157095;rs4149178;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166157095;rs4149178;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155544;rs121918593;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166157067;rs3129294;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166157067;rs3129294;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166156605;rs6600893;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156659;rs12505410;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;
PA166156659;rs12505410;VARIANT;PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PD
PA166154893;rs2470890;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;
PA166154893;rs2470890;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166155655;rs1983023;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA166177136;rs12595802;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166164946;rs121908752;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166157339;rs2235047;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155454;rs10426377;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157128;rs7769719;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166157272;rs854555;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156166;rs35320474;VARIANT;PA165109162;BRONCHOPULMONARY DYSPLASIA OF NEWBORN;DISEASE;
PA166156166;rs35320474;VARIANT;PA166248161;APNEA OF PREMATURITY;DISEASE;
PA166156166;rs35320474;VARIANT;PA444704;PREMATURE BIRTH;DISEASE;
PA166157093;rs3957356;VARIANT;PA444823;LUPUS NEPHRITIS;DISEASE;PD
PA166153895;rs67376798;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166201541;rs10491684;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166201541;rs10491684;VARIANT;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA166154644;rs12819210;VARIANT;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166154336;rs1799963;VARIANT;PA446969;VENOUS THROMBOSIS;DISEASE;PD
PA166154336;rs1799963;VARIANT;PA447054;STROKE;DISEASE;PD
PA166157440;rs10248420;VARIANT;PA166185626;SOMNOLENCE;DISEASE;PD
PA166157440;rs10248420;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166157440;rs10248420;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166159127;rs9725457;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166159127;rs9725457;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166159807;rs2257212;VARIANT;PA444447;HEPATOCELLULAR CARCINOMA;DISEASE;PD
PA166319224;rs371258350;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166153570;rs340874;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155456;rs10853728;VARIANT;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166235850;rs4530637;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166156013;rs9981861;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156013;rs9981861;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153802;rs10494366;VARIANT;PA165818136;SHORTENED QT INTERVAL;DISEASE;PD
PA166153802;rs10494366;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166153802;rs10494366;VARIANT;PA444570;HYPOGLYCEMIA;DISEASE;PD
PA166153802;rs10494366;VARIANT;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA166159499;rs10964552;VARIANT;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;PD
PA166157734;rs1611115;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166157734;rs1611115;VARIANT;PA445768;SUBSTANCE WITHDRAWAL SYNDROME;DISEASE;
PA166157734;rs1611115;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166177193;rs17786394;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166197642;rs58801820;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166176933;rs17685420;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166154784;rs1663332;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166155962;rs6130615;VARIANT;PA443340;ANEMIA;DISEASE;PD
PA166155962;rs6130615;VARIANT;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;PD
PA166177045;rs186983396;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;
PA166154111;rs10510050;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166154313;rs1076560;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;
PA166154313;rs1076560;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;
PA166154313;rs1076560;VARIANT;PA445254;PARKINSON DISEASE;DISEASE;PD
PA166154313;rs1076560;VARIANT;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA166154313;rs1076560;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166181044;rs2233678;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166155567;rs193922770;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166155247;rs11868035;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166224541;rs1059513;VARIANT;PA166224501;EOSINOPHILIC ESOPHAGITIS;DISEASE;PD
PA166154262;rs6279;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;
PA166154262;rs6279;VARIANT;PA447278;DEPRESSION;DISEASE;
PA166157511;rs74503330;VARIANT;PA443829;CYSTIC FIBROSIS;DISEASE;PD
PA166185755;rs1456862;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166157359;rs2299267;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166156616;rs7349683;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156616;rs7349683;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166156616;rs7349683;VARIANT;PA445301;PERIPHERAL NERVOUS SYSTEM DISEASES;DISEASE;PD
PA166274202;rs3740563;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166184307;rs2980976;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA443459;ATRIAL FIBRILLATION;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA443994;EDEMA;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA444370;HEART FAILURE;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA445802;TACHYCARDIA;DISEASE;PD
PA166153977;rs1801253;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166153891;rs59086055;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156094;rs2284018;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166154610;rs8192440;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166157066;rs3099844;VARIANT;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA166157066;rs3099844;VARIANT;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA166157066;rs3099844;VARIANT;PA443250;ACQUIRED IMMUNODEFICIENCY SYNDROME;DISEASE;PD
PA166157066;rs3099844;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166197643;rs75168521;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166170701;rs10841753;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;
PA166157703;rs301434;VARIANT;PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PD
PA166268981;rs17064642;VARIANT;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA166268981;rs17064642;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA166156500;rs1047626;VARIANT;PA131285571;ASPIRIN-INDUCED ASTHMA;DISEASE;PD
PA166199007;rs932764;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166161456;rs34650714;VARIANT;PA444318;GOUT;DISEASE;PD
PA166160419;rs836554;VARIANT;PA443937;DRUG TOXICITY;DISEASE;
PA166160419;rs836554;VARIANT;PA444818;LUNG NEOPLASMS;DISEASE;
PA166153652;rs1801274;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166153652;rs1801274;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166153652;rs1801274;VARIANT;PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PD
PA166153652;rs1801274;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166153652;rs1801274;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166156360;rs2654754;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA443580;BURKITT LYMPHOMA;DISEASE;
PA166155986;rs1051266;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA444750;LEUKEMIA;DISEASE;
PA166155986;rs1051266;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;
PA166155986;rs1051266;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA166155986;rs1051266;VARIANT;PA446309;LYMPHOMA, T-CELL;DISEASE;
PA166155017;rs1800566;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155017;rs1800566;VARIANT;PA444417;HEMORRHAGE;DISEASE;PD
PA166155017;rs1800566;VARIANT;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA166155017;rs1800566;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166155017;rs1800566;VARIANT;PA445742;STOMACH NEOPLASMS;DISEASE;PD
PA166155017;rs1800566;VARIANT;PA445850;THROMBOTIC DISEASE;DISEASE;PD
PA166157597;rs4271002;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166156019;rs75222709;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166155204;rs2252281;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166155204;rs2252281;VARIANT;PA445376;POLYCYSTIC OVARY SYNDROME;DISEASE;PD
PA166154108;rs10509373;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155995;rs2070401;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166155995;rs2070401;VARIANT;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA166157874;rs3813928;VARIANT;PA447198;AUTISM;DISEASE;PD
PA166154408;rs4460839;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166176947;rs4902333;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166202221;rs616147;VARIANT;PA443332;AMYOTROPHIC LATERAL SCLEROSIS;DISEASE;PD
PA166206602;rs41269255;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166206602;rs41269255;VARIANT;PA446051;VOMITING;DISEASE;PD
PA166155099;rs9940629;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166184699;rs10485057;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166184699;rs10485057;VARIANT;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA166154093;rs8187707;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166153893;rs60369023;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166153893;rs60369023;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166155648;rs1804645;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166156003;rs2835859;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166157448;rs10499563;VARIANT;PA443750;ULCERATIVE COLITIS;DISEASE;PD
PA166157448;rs10499563;VARIANT;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA166177053;rs6090043;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166157745;rs2230808;VARIANT;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA166258761;rs12749274;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166155855;rs17868320;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166155855;rs17868320;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166156593;rs4693075;VARIANT;PA444997;MUSCULAR DISEASES;DISEASE;PD
PA166203342;rs2272733;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166203342;rs2272733;VARIANT;PA444109;EXANTHEMA;DISEASE;PD
PA166155496;rs35303484;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;
PA166182096;rs7905446;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA166182096;rs7905446;VARIANT;PA447278;DEPRESSION;DISEASE;PD
PA166156118;rs5751876;VARIANT;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA166241901;rs1603218569;VARIANT;PA162263534;OTOTOXICITY;DISEASE;PD
PA166154927;rs9806699;VARIANT;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA166182408;rs1277441;VARIANT;PA445208;PAIN;DISEASE;PD
PA166182408;rs1277441;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166160685;rs10946739;VARIANT;PA445941;TUBERCULOSIS;DISEASE;PD
PA166154312;rs1062613;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166154260;rs6275;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166154260;rs6275;VARIANT;PA444949;MIGRAINE WITHOUT AURA;DISEASE;PD
PA166154260;rs6275;VARIANT;PA447199;BIPOLAR DISORDER;DISEASE;
PA166154260;rs6275;VARIANT;PA447278;DEPRESSION;DISEASE;
PA166259901;rs62368105;VARIANT;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA166157849;rs6318;VARIANT;PA128406954;WEIGHT GAIN;DISEASE;PD
PA166157849;rs6318;VARIANT;PA162263525;NEUROPATHIC PAIN;DISEASE;PD
PA166157849;rs6318;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166157007;rs2016520;VARIANT;PA443937;DRUG TOXICITY;DISEASE;PD
PA166157007;rs2016520;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA166155343;rs13181;VARIANT;PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;
PA166155343;rs13181;VARIANT;PA443314;ALOPECIA;DISEASE;PD
PA166155343;rs13181;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166155343;rs13181;VARIANT;PA444101;NEOPLASM OF ESOPHAGUS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA444937;MESOTHELIOMA;DISEASE;PD
PA166155343;rs13181;VARIANT;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;PD
PA166155343;rs13181;VARIANT;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA166155343;rs13181;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166153971;rs1786929;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166210024;rs7900002;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166157646;rs13273672;VARIANT;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA166157751;rs2302821;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166157378;rs3750117;VARIANT;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA166157378;rs3750117;VARIANT;PA445062;NEOPLASMS;DISEASE;
PA166153816;rs10918594;VARIANT;PA447300;ACQUIRED LONG QT SYNDROME (ALQTS);DISEASE;PD
PA166181287;rs4148324;VARIANT;PA445601;OSTEOSARCOMA;DISEASE;
PA166184846;rs17552189;VARIANT;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;
PA166155004;rs1029489;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166177124;rs56229625;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166176955;rs9032;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166154436;rs10792367;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166236402;rs568724445;VARIANT;PA443407;APNEA;DISEASE;PD
PA166156029;rs11479;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166157880;rs5030868;VARIANT;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA166157106;rs4870061;VARIANT;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA166154128;rs11189015;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166155266;rs80338792;VARIANT;PA445030;MYOTONIA;DISEASE;PD
PA166155900;rs72551330;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA166161405;rs2734583;VARIANT;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA166161405;rs2734583;VARIANT;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA166184253;rs17614642;VARIANT;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA166182211;rs471760;VARIANT;PA445113;NEUTROPENIA;DISEASE;PD
PA166182211;rs471760;VARIANT;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA166161150;rs10782001;VARIANT;PA445451;PSORIASIS;DISEASE;PD
PA166179966;rs562859;VARIANT;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA166155800;rs11125883;VARIANT;PA164925725;TOXIC LIVER DISEASE;DISEASE;PD
PA166155800;rs11125883;VARIANT;PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PD
PA166169844;rs9200;VARIANT;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA166196166;rs145837941;VARIANT;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA166157737;rs1800975;VARIANT;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA166156103;rs3761422;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166156103;rs3761422;VARIANT;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA166155149;rs4359;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166155533;rs118192162;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166179207;rs1976391;VARIANT;PA444545;HYPERPROLACTINEMIA;DISEASE;PD
PA166153715;rs2661319;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166176954;rs929740;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166153595;rs846908;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166154113;rs10752271;VARIANT;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA166153631;rs1476413;VARIANT;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA166155202;rs2240017;VARIANT;PA443450;ASTHMA;DISEASE;PD
PA166163663;rs193922843;VARIANT;PA444863;MALIGNANT HYPERTHERMIA;DISEASE;PD
PA166155182;rs1135989;VARIANT;PA446975;NEUROTOXICITY SYNDROMES;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA165108110;DYSLIPIDAEMIA;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA166154547;rs2306283;VARIANT;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA443797;CORONARY DISEASE;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA443886;DIABETES MELLITUS;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA443899;DIARRHEA;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA444516;HYPERCHOLESTEROLEMIA;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA445062;NEOPLASMS;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA166154547;rs2306283;VARIANT;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;
PA166154516;rs1544410;VARIANT;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA166154516;rs1544410;VARIANT;PA445190;OSTEOPOROSIS;DISEASE;PD
PA166154516;rs1544410;VARIANT;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA166157193;rs17574269;VARIANT;PA446661;SMALL CELL CARCINOMA;DISEASE;PD
PA166154390;rs2854116;VARIANT;PA444528;HYPERLIPIDEMIAS;DISEASE;PD
PA166154390;rs2854116;VARIANT;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA166157747;rs2250242;VARIANT;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA166159656;rs1330344;VARIANT;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA166156703;rs201279313;VARIANT;PA444552;HYPERTENSION;DISEASE;PD
PA166176938;rs10420097;VARIANT;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA166156482;rs9852;VARIANT;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA166153569;rs324420;VARIANT;PA166185626;SOMNOLENCE;DISEASE;PD
PA166153569;rs324420;VARIANT;PA443782;CONSTIPATION;DISEASE;PD
PA166153569;rs324420;VARIANT;PA443851;DELIRIUM;DISEASE;PD
PA166153569;rs324420;VARIANT;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA166153569;rs324420;VARIANT;PA445048;NAUSEA;DISEASE;PD
PA166153569;rs324420;VARIANT;PA445208;PAIN;DISEASE;PD
